"Id_SNVeg","n_total","n_sig","prop_sig","parque","escala","mes"
"Grass",650,0,0,"aiguestortes",1,6
"HydroRipVeg",599,0,0,"aiguestortes",1,6
"RipF",223,0,0,"aiguestortes",1,6
"RockScreeVeg",59389,0,0,"aiguestortes",1,6
"Shrub",528,0,0,"aiguestortes",1,6
"TempDecF",913,0,0,"aiguestortes",1,6
"WaterSurf",4420,0,0,"aiguestortes",1,6
"AlpConF",47156,0,0,"aiguestortes",1,7
"AlpScrGr",90194,0,0,"aiguestortes",1,7
"Grass",650,0,0,"aiguestortes",1,7
"HydroRipVeg",599,0,0,"aiguestortes",1,7
"RipF",223,0,0,"aiguestortes",1,7
"RockScreeVeg",59993,0,0,"aiguestortes",1,7
"Shrub",528,0,0,"aiguestortes",1,7
"TempDecF",913,0,0,"aiguestortes",1,7
"WaterSurf",4420,0,0,"aiguestortes",1,7
"AlpConF",47156,0,0,"aiguestortes",1,8
"AlpScrGr",90902,0,0,"aiguestortes",1,8
"Grass",650,0,0,"aiguestortes",1,8
"HydroRipVeg",599,0,0,"aiguestortes",1,8
"RipF",223,0,0,"aiguestortes",1,8
"RockScreeVeg",61591,0,0,"aiguestortes",1,8
"Shrub",528,0,0,"aiguestortes",1,8
"TempDecF",913,0,0,"aiguestortes",1,8
"WaterSurf",4420,0,0,"aiguestortes",1,8
"AlpConF",47133,0,0,"aiguestortes",1,9
"AlpScrGr",91031,0,0,"aiguestortes",1,9
"Grass",650,0,0,"aiguestortes",1,9
"HydroRipVeg",599,0,0,"aiguestortes",1,9
"RipF",223,0,0,"aiguestortes",1,9
"RockScreeVeg",61732,0,0,"aiguestortes",1,9
"Shrub",528,0,0,"aiguestortes",1,9
"TempDecF",913,0,0,"aiguestortes",1,9
"WaterSurf",4423,0,0,"aiguestortes",1,9
"AlpConF",47131,0,0,"aiguestortes",1,10
"AlpScrGr",90476,0,0,"aiguestortes",1,10
"Grass",650,0,0,"aiguestortes",1,10
"HydroRipVeg",599,0,0,"aiguestortes",1,10
"RipF",223,0,0,"aiguestortes",1,10
"RockScreeVeg",60534,0,0,"aiguestortes",1,10
"Shrub",528,0,0,"aiguestortes",1,10
"TempDecF",913,0,0,"aiguestortes",1,10
"WaterSurf",4420,0,0,"aiguestortes",1,10
"AlpConF",47073,14440,30.68,"aiguestortes",1,11
"AlpScrGr",89988,10333,11.48,"aiguestortes",1,11
"Grass",648,182,28.09,"aiguestortes",1,11
"HydroRipVeg",599,140,23.37,"aiguestortes",1,11
"RipF",223,30,13.45,"aiguestortes",1,11
"RockScreeVeg",59406,3886,6.54,"aiguestortes",1,11
"Shrub",528,34,6.44,"aiguestortes",1,11
"TempDecF",913,239,26.18,"aiguestortes",1,11
"WaterSurf",4420,406,9.19,"aiguestortes",1,11
"AlpConF",46858,0,0,"aiguestortes",1,12
"AlpScrGr",89999,0,0,"aiguestortes",1,12
"Grass",643,0,0,"aiguestortes",1,12
"HydroRipVeg",599,0,0,"aiguestortes",1,12
"RipF",223,0,0,"aiguestortes",1,12
"RockScreeVeg",59577,0,0,"aiguestortes",1,12
"Shrub",528,0,0,"aiguestortes",1,12
"TempDecF",904,0,0,"aiguestortes",1,12
"WaterSurf",4422,0,0,"aiguestortes",1,12
"AlpConF",47119,0,0,"aiguestortes",3,1
"AlpScrGr",90179,0,0,"aiguestortes",3,1
"Grass",649,0,0,"aiguestortes",3,1
"HydroRipVeg",599,0,0,"aiguestortes",3,1
"RipF",223,0,0,"aiguestortes",3,1
"RockScreeVeg",60305,0,0,"aiguestortes",3,1
"Shrub",528,0,0,"aiguestortes",3,1
"TempDecF",913,0,0,"aiguestortes",3,1
"WaterSurf",4432,0,0,"aiguestortes",3,1
"AlpConF",47129,329,0.7,"aiguestortes",3,2
"AlpScrGr",90472,206,0.23,"aiguestortes",3,2
"Grass",647,9,1.39,"aiguestortes",3,2
"HydroRipVeg",599,0,0,"aiguestortes",3,2
"RipF",223,0,0,"aiguestortes",3,2
"RockScreeVeg",60535,116,0.19,"aiguestortes",3,2
"Shrub",528,50,9.47,"aiguestortes",3,2
"TempDecF",913,69,7.56,"aiguestortes",3,2
"WaterSurf",4432,1,0.02,"aiguestortes",3,2
"AlpConF",47131,9,0.02,"aiguestortes",3,3
"AlpScrGr",90046,0,0,"aiguestortes",3,3
"Grass",650,0,0,"aiguestortes",3,3
"HydroRipVeg",599,1,0.17,"aiguestortes",3,3
"RipF",223,0,0,"aiguestortes",3,3
"RockScreeVeg",59792,0,0,"aiguestortes",3,3
"Shrub",528,0,0,"aiguestortes",3,3
"TempDecF",913,0,0,"aiguestortes",3,3
"WaterSurf",4426,0,0,"aiguestortes",3,3
"AlpConF",47129,0,0,"aiguestortes",3,4
"AlpScrGr",89976,0,0,"aiguestortes",3,4
"Grass",650,0,0,"aiguestortes",3,4
"HydroRipVeg",599,0,0,"aiguestortes",3,4
"RipF",223,0,0,"aiguestortes",3,4
"RockScreeVeg",59380,0,0,"aiguestortes",3,4
"Shrub",528,0,0,"aiguestortes",3,4
"TempDecF",913,0,0,"aiguestortes",3,4
"WaterSurf",4420,0,0,"aiguestortes",3,4
"AlpConF",47125,825,1.75,"aiguestortes",3,5
"AlpScrGr",89502,2465,2.75,"aiguestortes",3,5
"Grass",650,0,0,"aiguestortes",3,5
"HydroRipVeg",599,19,3.17,"aiguestortes",3,5
"RipF",223,0,0,"aiguestortes",3,5
"RockScreeVeg",58338,826,1.42,"aiguestortes",3,5
"Shrub",528,1,0.19,"aiguestortes",3,5
"TempDecF",913,28,3.07,"aiguestortes",3,5
"WaterSurf",4420,10,0.23,"aiguestortes",3,5
"AlpConF",47156,0,0,"aiguestortes",3,6
"AlpScrGr",89985,6,0.01,"aiguestortes",3,6
"Grass",650,0,0,"aiguestortes",3,6
"HydroRipVeg",599,0,0,"aiguestortes",3,6
"RipF",223,0,0,"aiguestortes",3,6
"RockScreeVeg",59389,2,0,"aiguestortes",3,6
"Shrub",528,0,0,"aiguestortes",3,6
"TempDecF",913,0,0,"aiguestortes",3,6
"WaterSurf",4420,0,0,"aiguestortes",3,6
"AlpConF",47156,0,0,"aiguestortes",3,7
"AlpScrGr",90194,0,0,"aiguestortes",3,7
"Grass",650,0,0,"aiguestortes",3,7
"HydroRipVeg",599,0,0,"aiguestortes",3,7
"RipF",223,0,0,"aiguestortes",3,7
"RockScreeVeg",59993,0,0,"aiguestortes",3,7
"Shrub",528,0,0,"aiguestortes",3,7
"TempDecF",913,0,0,"aiguestortes",3,7
"WaterSurf",4420,0,0,"aiguestortes",3,7
"AlpConF",47156,0,0,"aiguestortes",3,8
"AlpScrGr",90902,60,0.07,"aiguestortes",3,8
"Grass",650,0,0,"aiguestortes",3,8
"HydroRipVeg",599,0,0,"aiguestortes",3,8
"RipF",223,0,0,"aiguestortes",3,8
"RockScreeVeg",61591,26,0.04,"aiguestortes",3,8
"Shrub",528,0,0,"aiguestortes",3,8
"TempDecF",913,0,0,"aiguestortes",3,8
"WaterSurf",4420,1,0.02,"aiguestortes",3,8
"AlpConF",47133,0,0,"aiguestortes",3,9
"AlpScrGr",91031,0,0,"aiguestortes",3,9
"Grass",650,0,0,"aiguestortes",3,9
"HydroRipVeg",599,0,0,"aiguestortes",3,9
"RipF",223,0,0,"aiguestortes",3,9
"RockScreeVeg",61732,0,0,"aiguestortes",3,9
"Shrub",528,0,0,"aiguestortes",3,9
"TempDecF",913,0,0,"aiguestortes",3,9
"WaterSurf",4423,0,0,"aiguestortes",3,9
"AlpConF",47131,0,0,"aiguestortes",3,10
"AlpScrGr",90476,0,0,"aiguestortes",3,10
"Grass",650,0,0,"aiguestortes",3,10
"HydroRipVeg",599,0,0,"aiguestortes",3,10
"RipF",223,0,0,"aiguestortes",3,10
"RockScreeVeg",60534,0,0,"aiguestortes",3,10
"Shrub",528,0,0,"aiguestortes",3,10
"TempDecF",913,0,0,"aiguestortes",3,10
"WaterSurf",4420,0,0,"aiguestortes",3,10
"AlpConF",47073,2,0,"aiguestortes",3,11
"AlpScrGr",89988,0,0,"aiguestortes",3,11
"Grass",648,0,0,"aiguestortes",3,11
"HydroRipVeg",599,0,0,"aiguestortes",3,11
"RipF",223,0,0,"aiguestortes",3,11
"RockScreeVeg",59406,0,0,"aiguestortes",3,11
"Shrub",528,0,0,"aiguestortes",3,11
"TempDecF",913,0,0,"aiguestortes",3,11
"WaterSurf",4420,0,0,"aiguestortes",3,11
"AlpConF",46858,906,1.93,"aiguestortes",3,12
"AlpScrGr",89999,309,0.34,"aiguestortes",3,12
"Grass",643,14,2.18,"aiguestortes",3,12
"HydroRipVeg",599,1,0.17,"aiguestortes",3,12
"RipF",223,0,0,"aiguestortes",3,12
"RockScreeVeg",59577,55,0.09,"aiguestortes",3,12
"Shrub",528,0,0,"aiguestortes",3,12
"TempDecF",904,8,0.88,"aiguestortes",3,12
"WaterSurf",4422,5,0.11,"aiguestortes",3,12
"AlpConF",47119,1288,2.73,"aiguestortes",6,1
"AlpScrGr",90179,275,0.3,"aiguestortes",6,1
"Grass",649,38,5.86,"aiguestortes",6,1
"HydroRipVeg",599,1,0.17,"aiguestortes",6,1
"RipF",223,15,6.73,"aiguestortes",6,1
"RockScreeVeg",60305,27,0.04,"aiguestortes",6,1
"Shrub",528,40,7.58,"aiguestortes",6,1
"TempDecF",913,6,0.66,"aiguestortes",6,1
"WaterSurf",4432,1,0.02,"aiguestortes",6,1
"AlpConF",47129,0,0,"aiguestortes",6,2
"AlpScrGr",90472,0,0,"aiguestortes",6,2
"Grass",647,0,0,"aiguestortes",6,2
"HydroRipVeg",599,0,0,"aiguestortes",6,2
"RipF",223,0,0,"aiguestortes",6,2
"RockScreeVeg",60535,0,0,"aiguestortes",6,2
"Shrub",528,0,0,"aiguestortes",6,2
"TempDecF",913,0,0,"aiguestortes",6,2
"WaterSurf",4432,0,0,"aiguestortes",6,2
"AlpConF",47131,57,0.12,"aiguestortes",6,3
"AlpScrGr",90046,2,0,"aiguestortes",6,3
"Grass",650,2,0.31,"aiguestortes",6,3
"HydroRipVeg",599,0,0,"aiguestortes",6,3
"RipF",223,0,0,"aiguestortes",6,3
"RockScreeVeg",59792,0,0,"aiguestortes",6,3
"Shrub",528,0,0,"aiguestortes",6,3
"TempDecF",913,2,0.22,"aiguestortes",6,3
"WaterSurf",4426,2,0.05,"aiguestortes",6,3
"AlpConF",47129,0,0,"aiguestortes",6,4
"AlpScrGr",89976,0,0,"aiguestortes",6,4
"Grass",650,0,0,"aiguestortes",6,4
"HydroRipVeg",599,0,0,"aiguestortes",6,4
"RipF",223,0,0,"aiguestortes",6,4
"RockScreeVeg",59380,0,0,"aiguestortes",6,4
"Shrub",528,0,0,"aiguestortes",6,4
"TempDecF",913,0,0,"aiguestortes",6,4
"WaterSurf",4420,0,0,"aiguestortes",6,4
"AlpConF",47125,0,0,"aiguestortes",6,5
"AlpScrGr",89502,0,0,"aiguestortes",6,5
"Grass",650,0,0,"aiguestortes",6,5
"HydroRipVeg",599,0,0,"aiguestortes",6,5
"RipF",223,0,0,"aiguestortes",6,5
"RockScreeVeg",58338,0,0,"aiguestortes",6,5
"Shrub",528,0,0,"aiguestortes",6,5
"TempDecF",913,0,0,"aiguestortes",6,5
"WaterSurf",4420,0,0,"aiguestortes",6,5
"AlpConF",47156,2577,5.46,"aiguestortes",6,6
"AlpScrGr",89985,12477,13.87,"aiguestortes",6,6
"Grass",650,3,0.46,"aiguestortes",6,6
"HydroRipVeg",599,105,17.53,"aiguestortes",6,6
"RipF",223,3,1.35,"aiguestortes",6,6
"RockScreeVeg",59389,5703,9.6,"aiguestortes",6,6
"Shrub",528,0,0,"aiguestortes",6,6
"TempDecF",913,5,0.55,"aiguestortes",6,6
"WaterSurf",4420,169,3.82,"aiguestortes",6,6
"AlpConF",47156,0,0,"aiguestortes",6,7
"AlpScrGr",90194,0,0,"aiguestortes",6,7
"Grass",650,0,0,"aiguestortes",6,7
"HydroRipVeg",599,0,0,"aiguestortes",6,7
"RipF",223,0,0,"aiguestortes",6,7
"RockScreeVeg",59993,0,0,"aiguestortes",6,7
"Shrub",528,0,0,"aiguestortes",6,7
"TempDecF",913,0,0,"aiguestortes",6,7
"WaterSurf",4420,0,0,"aiguestortes",6,7
"AlpConF",47156,0,0,"aiguestortes",6,8
"AlpScrGr",90902,0,0,"aiguestortes",6,8
"Grass",650,0,0,"aiguestortes",6,8
"HydroRipVeg",599,0,0,"aiguestortes",6,8
"RipF",223,0,0,"aiguestortes",6,8
"RockScreeVeg",61591,0,0,"aiguestortes",6,8
"Shrub",528,0,0,"aiguestortes",6,8
"TempDecF",913,0,0,"aiguestortes",6,8
"WaterSurf",4420,0,0,"aiguestortes",6,8
"AlpConF",47133,0,0,"aiguestortes",6,9
"AlpScrGr",91031,0,0,"aiguestortes",6,9
"Grass",650,0,0,"aiguestortes",6,9
"HydroRipVeg",599,0,0,"aiguestortes",6,9
"RipF",223,0,0,"aiguestortes",6,9
"RockScreeVeg",61732,0,0,"aiguestortes",6,9
"Shrub",528,0,0,"aiguestortes",6,9
"TempDecF",913,0,0,"aiguestortes",6,9
"WaterSurf",4423,0,0,"aiguestortes",6,9
"AlpConF",47131,0,0,"aiguestortes",6,10
"AlpScrGr",90476,0,0,"aiguestortes",6,10
"Grass",650,0,0,"aiguestortes",6,10
"HydroRipVeg",599,0,0,"aiguestortes",6,10
"RipF",223,0,0,"aiguestortes",6,10
"RockScreeVeg",60534,0,0,"aiguestortes",6,10
"Shrub",528,0,0,"aiguestortes",6,10
"TempDecF",913,0,0,"aiguestortes",6,10
"WaterSurf",4420,0,0,"aiguestortes",6,10
"AlpConF",47073,0,0,"aiguestortes",6,11
"AlpScrGr",89988,0,0,"aiguestortes",6,11
"Grass",648,0,0,"aiguestortes",6,11
"HydroRipVeg",599,0,0,"aiguestortes",6,11
"RipF",223,0,0,"aiguestortes",6,11
"RockScreeVeg",59406,0,0,"aiguestortes",6,11
"Shrub",528,0,0,"aiguestortes",6,11
"TempDecF",913,0,0,"aiguestortes",6,11
"WaterSurf",4420,0,0,"aiguestortes",6,11
"AlpConF",46858,1985,4.24,"aiguestortes",6,12
"AlpScrGr",89999,670,0.74,"aiguestortes",6,12
"Grass",643,51,7.93,"aiguestortes",6,12
"HydroRipVeg",599,1,0.17,"aiguestortes",6,12
"RipF",223,19,8.52,"aiguestortes",6,12
"RockScreeVeg",59577,132,0.22,"aiguestortes",6,12
"Shrub",528,2,0.38,"aiguestortes",6,12
"TempDecF",904,25,2.77,"aiguestortes",6,12
"WaterSurf",4422,3,0.07,"aiguestortes",6,12
"AlpConF",47119,1634,3.47,"aiguestortes",9,1
"AlpScrGr",90179,277,0.31,"aiguestortes",9,1
"Grass",649,21,3.24,"aiguestortes",9,1
"HydroRipVeg",599,2,0.33,"aiguestortes",9,1
"RipF",223,7,3.14,"aiguestortes",9,1
"RockScreeVeg",60305,40,0.07,"aiguestortes",9,1
"Shrub",528,14,2.65,"aiguestortes",9,1
"TempDecF",913,3,0.33,"aiguestortes",9,1
"WaterSurf",4432,0,0,"aiguestortes",9,1
"AlpConF",47129,0,0,"aiguestortes",9,2
"AlpScrGr",90472,0,0,"aiguestortes",9,2
"Grass",647,0,0,"aiguestortes",9,2
"HydroRipVeg",599,0,0,"aiguestortes",9,2
"RipF",223,0,0,"aiguestortes",9,2
"RockScreeVeg",60535,0,0,"aiguestortes",9,2
"Shrub",528,0,0,"aiguestortes",9,2
"TempDecF",913,0,0,"aiguestortes",9,2
"WaterSurf",4432,0,0,"aiguestortes",9,2
"AlpConF",47131,1742,3.7,"aiguestortes",9,3
"AlpScrGr",90046,391,0.43,"aiguestortes",9,3
"Grass",650,12,1.85,"aiguestortes",9,3
"HydroRipVeg",599,2,0.33,"aiguestortes",9,3
"RipF",223,0,0,"aiguestortes",9,3
"RockScreeVeg",59792,95,0.16,"aiguestortes",9,3
"Shrub",528,22,4.17,"aiguestortes",9,3
"TempDecF",913,48,5.26,"aiguestortes",9,3
"WaterSurf",4426,10,0.23,"aiguestortes",9,3
"AlpConF",47129,0,0,"aiguestortes",9,4
"AlpScrGr",89976,0,0,"aiguestortes",9,4
"Grass",650,0,0,"aiguestortes",9,4
"HydroRipVeg",599,0,0,"aiguestortes",9,4
"RipF",223,0,0,"aiguestortes",9,4
"RockScreeVeg",59380,0,0,"aiguestortes",9,4
"Shrub",528,0,0,"aiguestortes",9,4
"TempDecF",913,0,0,"aiguestortes",9,4
"WaterSurf",4420,0,0,"aiguestortes",9,4
"AlpConF",47125,0,0,"aiguestortes",9,5
"AlpScrGr",89502,0,0,"aiguestortes",9,5
"Grass",650,0,0,"aiguestortes",9,5
"HydroRipVeg",599,0,0,"aiguestortes",9,5
"RipF",223,0,0,"aiguestortes",9,5
"RockScreeVeg",58338,0,0,"aiguestortes",9,5
"Shrub",528,0,0,"aiguestortes",9,5
"TempDecF",913,0,0,"aiguestortes",9,5
"WaterSurf",4420,0,0,"aiguestortes",9,5
"AlpConF",47156,21,0.04,"aiguestortes",9,6
"AlpScrGr",89985,299,0.33,"aiguestortes",9,6
"Grass",650,0,0,"aiguestortes",9,6
"HydroRipVeg",599,3,0.5,"aiguestortes",9,6
"RipF",223,0,0,"aiguestortes",9,6
"RockScreeVeg",59389,197,0.33,"aiguestortes",9,6
"Shrub",528,0,0,"aiguestortes",9,6
"TempDecF",913,0,0,"aiguestortes",9,6
"WaterSurf",4420,4,0.09,"aiguestortes",9,6
"AlpConF",47156,0,0,"aiguestortes",9,7
"AlpScrGr",90194,0,0,"aiguestortes",9,7
"Grass",650,0,0,"aiguestortes",9,7
"HydroRipVeg",599,0,0,"aiguestortes",9,7
"RipF",223,0,0,"aiguestortes",9,7
"RockScreeVeg",59993,0,0,"aiguestortes",9,7
"Shrub",528,0,0,"aiguestortes",9,7
"TempDecF",913,0,0,"aiguestortes",9,7
"WaterSurf",4420,0,0,"aiguestortes",9,7
"AlpConF",47156,0,0,"aiguestortes",9,8
"AlpScrGr",90902,0,0,"aiguestortes",9,8
"Grass",650,0,0,"aiguestortes",9,8
"HydroRipVeg",599,0,0,"aiguestortes",9,8
"RipF",223,0,0,"aiguestortes",9,8
"RockScreeVeg",61591,0,0,"aiguestortes",9,8
"Shrub",528,0,0,"aiguestortes",9,8
"TempDecF",913,0,0,"aiguestortes",9,8
"WaterSurf",4420,0,0,"aiguestortes",9,8
"AlpConF",47133,0,0,"aiguestortes",9,9
"AlpScrGr",91031,0,0,"aiguestortes",9,9
"Grass",650,0,0,"aiguestortes",9,9
"HydroRipVeg",599,0,0,"aiguestortes",9,9
"RipF",223,0,0,"aiguestortes",9,9
"RockScreeVeg",61732,0,0,"aiguestortes",9,9
"Shrub",528,0,0,"aiguestortes",9,9
"TempDecF",913,0,0,"aiguestortes",9,9
"WaterSurf",4423,0,0,"aiguestortes",9,9
"AlpConF",47131,0,0,"aiguestortes",9,10
"AlpScrGr",90476,0,0,"aiguestortes",9,10
"Grass",650,0,0,"aiguestortes",9,10
"HydroRipVeg",599,0,0,"aiguestortes",9,10
"RipF",223,0,0,"aiguestortes",9,10
"RockScreeVeg",60534,0,0,"aiguestortes",9,10
"Shrub",528,0,0,"aiguestortes",9,10
"TempDecF",913,0,0,"aiguestortes",9,10
"WaterSurf",4420,0,0,"aiguestortes",9,10
"AlpConF",47073,0,0,"aiguestortes",9,11
"AlpScrGr",89988,0,0,"aiguestortes",9,11
"Grass",648,0,0,"aiguestortes",9,11
"HydroRipVeg",599,0,0,"aiguestortes",9,11
"RipF",223,0,0,"aiguestortes",9,11
"RockScreeVeg",59406,0,0,"aiguestortes",9,11
"Shrub",528,0,0,"aiguestortes",9,11
"TempDecF",913,0,0,"aiguestortes",9,11
"WaterSurf",4420,0,0,"aiguestortes",9,11
"AlpConF",46858,2186,4.67,"aiguestortes",9,12
"AlpScrGr",89999,673,0.75,"aiguestortes",9,12
"Grass",643,62,9.64,"aiguestortes",9,12
"HydroRipVeg",599,4,0.67,"aiguestortes",9,12
"RipF",223,14,6.28,"aiguestortes",9,12
"RockScreeVeg",59577,146,0.25,"aiguestortes",9,12
"Shrub",528,0,0,"aiguestortes",9,12
"TempDecF",904,21,2.32,"aiguestortes",9,12
"WaterSurf",4422,3,0.07,"aiguestortes",9,12
"AlpConF",47119,111,0.24,"aiguestortes",12,1
"AlpScrGr",90179,6,0.01,"aiguestortes",12,1
"Grass",649,0,0,"aiguestortes",12,1
"HydroRipVeg",599,0,0,"aiguestortes",12,1
"RipF",223,0,0,"aiguestortes",12,1
"RockScreeVeg",60305,3,0,"aiguestortes",12,1
"Shrub",528,0,0,"aiguestortes",12,1
"TempDecF",913,0,0,"aiguestortes",12,1
"WaterSurf",4432,0,0,"aiguestortes",12,1
"AlpConF",47129,0,0,"aiguestortes",12,2
"AlpScrGr",90472,0,0,"aiguestortes",12,2
"Grass",647,0,0,"aiguestortes",12,2
"HydroRipVeg",599,0,0,"aiguestortes",12,2
"RipF",223,0,0,"aiguestortes",12,2
"RockScreeVeg",60535,0,0,"aiguestortes",12,2
"Shrub",528,0,0,"aiguestortes",12,2
"TempDecF",913,0,0,"aiguestortes",12,2
"WaterSurf",4432,0,0,"aiguestortes",12,2
"AlpConF",47131,313,0.66,"aiguestortes",12,3
"AlpScrGr",90046,141,0.16,"aiguestortes",12,3
"Grass",650,9,1.38,"aiguestortes",12,3
"HydroRipVeg",599,0,0,"aiguestortes",12,3
"RipF",223,0,0,"aiguestortes",12,3
"RockScreeVeg",59792,11,0.02,"aiguestortes",12,3
"Shrub",528,4,0.76,"aiguestortes",12,3
"TempDecF",913,14,1.53,"aiguestortes",12,3
"WaterSurf",4426,6,0.14,"aiguestortes",12,3
"AlpConF",47129,0,0,"aiguestortes",12,4
"AlpScrGr",89976,0,0,"aiguestortes",12,4
"Grass",650,0,0,"aiguestortes",12,4
"HydroRipVeg",599,0,0,"aiguestortes",12,4
"RipF",223,0,0,"aiguestortes",12,4
"RockScreeVeg",59380,0,0,"aiguestortes",12,4
"Shrub",528,0,0,"aiguestortes",12,4
"TempDecF",913,0,0,"aiguestortes",12,4
"WaterSurf",4420,0,0,"aiguestortes",12,4
"AlpConF",47125,0,0,"aiguestortes",12,5
"AlpScrGr",89502,0,0,"aiguestortes",12,5
"Grass",650,0,0,"aiguestortes",12,5
"HydroRipVeg",599,0,0,"aiguestortes",12,5
"RipF",223,0,0,"aiguestortes",12,5
"RockScreeVeg",58338,0,0,"aiguestortes",12,5
"Shrub",528,0,0,"aiguestortes",12,5
"TempDecF",913,0,0,"aiguestortes",12,5
"WaterSurf",4420,0,0,"aiguestortes",12,5
"AlpConF",47156,0,0,"aiguestortes",12,6
"AlpScrGr",89985,0,0,"aiguestortes",12,6
"Grass",650,0,0,"aiguestortes",12,6
"HydroRipVeg",599,0,0,"aiguestortes",12,6
"RipF",223,0,0,"aiguestortes",12,6
"RockScreeVeg",59389,0,0,"aiguestortes",12,6
"Shrub",528,0,0,"aiguestortes",12,6
"TempDecF",913,0,0,"aiguestortes",12,6
"WaterSurf",4420,0,0,"aiguestortes",12,6
"AlpConF",47156,0,0,"aiguestortes",12,7
"AlpScrGr",90194,1,0,"aiguestortes",12,7
"Grass",650,0,0,"aiguestortes",12,7
"HydroRipVeg",599,0,0,"aiguestortes",12,7
"RipF",223,0,0,"aiguestortes",12,7
"RockScreeVeg",59993,0,0,"aiguestortes",12,7
"Shrub",528,0,0,"aiguestortes",12,7
"TempDecF",913,0,0,"aiguestortes",12,7
"WaterSurf",4420,0,0,"aiguestortes",12,7
"AlpConF",47156,0,0,"aiguestortes",12,8
"AlpScrGr",90902,10,0.01,"aiguestortes",12,8
"Grass",650,0,0,"aiguestortes",12,8
"HydroRipVeg",599,0,0,"aiguestortes",12,8
"RipF",223,0,0,"aiguestortes",12,8
"RockScreeVeg",61591,6,0.01,"aiguestortes",12,8
"Shrub",528,0,0,"aiguestortes",12,8
"TempDecF",913,0,0,"aiguestortes",12,8
"WaterSurf",4420,0,0,"aiguestortes",12,8
"AlpConF",47133,0,0,"aiguestortes",12,9
"AlpScrGr",91031,0,0,"aiguestortes",12,9
"Grass",650,0,0,"aiguestortes",12,9
"HydroRipVeg",599,0,0,"aiguestortes",12,9
"RipF",223,0,0,"aiguestortes",12,9
"RockScreeVeg",61732,0,0,"aiguestortes",12,9
"Shrub",528,0,0,"aiguestortes",12,9
"TempDecF",913,0,0,"aiguestortes",12,9
"WaterSurf",4423,0,0,"aiguestortes",12,9
"AlpConF",47131,0,0,"aiguestortes",12,10
"AlpScrGr",90476,0,0,"aiguestortes",12,10
"Grass",650,0,0,"aiguestortes",12,10
"HydroRipVeg",599,0,0,"aiguestortes",12,10
"RipF",223,0,0,"aiguestortes",12,10
"RockScreeVeg",60534,0,0,"aiguestortes",12,10
"Shrub",528,0,0,"aiguestortes",12,10
"TempDecF",913,0,0,"aiguestortes",12,10
"WaterSurf",4420,0,0,"aiguestortes",12,10
"AlpConF",47073,0,0,"aiguestortes",12,11
"AlpScrGr",89988,0,0,"aiguestortes",12,11
"Grass",648,0,0,"aiguestortes",12,11
"HydroRipVeg",599,0,0,"aiguestortes",12,11
"RipF",223,0,0,"aiguestortes",12,11
"RockScreeVeg",59406,0,0,"aiguestortes",12,11
