"Id_SNVeg","n_total","n_sig","prop_sig","parque","escala","mes"
"AlpConF",47119,0,0,"aiguestortes",1,1
"AlpScrGr",90179,0,0,"aiguestortes",1,1
"Grass",649,0,0,"aiguestortes",1,1
"HydroRipVeg",599,0,0,"aiguestortes",1,1
"RipF",223,0,0,"aiguestortes",1,1
"RockScreeVeg",60305,0,0,"aiguestortes",1,1
"Shrub",528,0,0,"aiguestortes",1,1
"TempDecF",913,0,0,"aiguestortes",1,1
"WaterSurf",4432,0,0,"aiguestortes",1,1
"AlpConF",47129,0,0,"aiguestortes",1,2
"AlpScrGr",90472,11,0.01,"aiguestortes",1,2
"Grass",647,0,0,"aiguestortes",1,2
"HydroRipVeg",599,0,0,"aiguestortes",1,2
"RipF",223,0,0,"aiguestortes",1,2
"RockScreeVeg",60535,6,0.01,"aiguestortes",1,2
"Shrub",528,0,0,"aiguestortes",1,2
"TempDecF",913,0,0,"aiguestortes",1,2
"WaterSurf",4432,0,0,"aiguestortes",1,2
"AlpConF",47131,0,0,"aiguestortes",1,3
"AlpScrGr",90046,0,0,"aiguestortes",1,3
"Grass",650,0,0,"aiguestortes",1,3
"HydroRipVeg",599,0,0,"aiguestortes",1,3
"RipF",223,0,0,"aiguestortes",1,3
"RockScreeVeg",59792,0,0,"aiguestortes",1,3
"Shrub",528,0,0,"aiguestortes",1,3
"TempDecF",913,0,0,"aiguestortes",1,3
"WaterSurf",4426,0,0,"aiguestortes",1,3
"AlpConF",47129,0,0,"aiguestortes",1,4
"AlpScrGr",89976,0,0,"aiguestortes",1,4
"Grass",650,0,0,"aiguestortes",1,4
"HydroRipVeg",599,0,0,"aiguestortes",1,4
"RipF",223,0,0,"aiguestortes",1,4
"RockScreeVeg",59380,0,0,"aiguestortes",1,4
"Shrub",528,0,0,"aiguestortes",1,4
"TempDecF",913,0,0,"aiguestortes",1,4
"WaterSurf",4420,0,0,"aiguestortes",1,4
"AlpConF",47125,0,0,"aiguestortes",1,5
"AlpScrGr",89502,0,0,"aiguestortes",1,5
"Grass",650,0,0,"aiguestortes",1,5
"HydroRipVeg",599,0,0,"aiguestortes",1,5
"RipF",223,0,0,"aiguestortes",1,5
"RockScreeVeg",58338,0,0,"aiguestortes",1,5
"Shrub",528,0,0,"aiguestortes",1,5
"TempDecF",913,0,0,"aiguestortes",1,5
"WaterSurf",4420,0,0,"aiguestortes",1,5
"AlpConF",47156,0,0,"aiguestortes",1,6
"AlpScrGr",89985,0,0,"aiguestortes",1,6
"Grass",650,0,0,"aiguestortes",1,6
"HydroRipVeg",599,0,0,"aiguestortes",1,6
"RipF",223,0,0,"aiguestortes",1,6
"RockScreeVeg",59389,0,0,"aiguestortes",1,6
"Shrub",528,0,0,"aiguestortes",1,6
"TempDecF",913,0,0,"aiguestortes",1,6
"WaterSurf",4420,0,0,"aiguestortes",1,6
"AlpConF",47156,0,0,"aiguestortes",1,7
"AlpScrGr",90194,0,0,"aiguestortes",1,7
"Grass",650,0,0,"aiguestortes",1,7
"HydroRipVeg",599,0,0,"aiguestortes",1,7
"RipF",223,0,0,"aiguestortes",1,7
"RockScreeVeg",59993,0,0,"aiguestortes",1,7
"Shrub",528,0,0,"aiguestortes",1,7
"TempDecF",913,0,0,"aiguestortes",1,7
"WaterSurf",4420,0,0,"aiguestortes",1,7
"AlpConF",47156,0,0,"aiguestortes",1,8
"AlpScrGr",90902,0,0,"aiguestortes",1,8
"Grass",650,0,0,"aiguestortes",1,8
"HydroRipVeg",599,0,0,"aiguestortes",1,8
"RipF",223,0,0,"aiguestortes",1,8
"RockScreeVeg",61591,0,0,"aiguestortes",1,8
"Shrub",528,0,0,"aiguestortes",1,8
"TempDecF",913,0,0,"aiguestortes",1,8
"WaterSurf",4420,0,0,"aiguestortes",1,8
"AlpConF",47133,0,0,"aiguestortes",1,9
"AlpScrGr",91031,0,0,"aiguestortes",1,9
"Grass",650,0,0,"aiguestortes",1,9
"HydroRipVeg",599,0,0,"aiguestortes",1,9
"RipF",223,0,0,"aiguestortes",1,9
"RockScreeVeg",61732,0,0,"aiguestortes",1,9
"Shrub",528,0,0,"aiguestortes",1,9
"TempDecF",913,0,0,"aiguestortes",1,9
"WaterSurf",4423,0,0,"aiguestortes",1,9
"AlpConF",47131,0,0,"aiguestortes",1,10
"AlpScrGr",90476,0,0,"aiguestortes",1,10
"Grass",650,0,0,"aiguestortes",1,10
"HydroRipVeg",599,0,0,"aiguestortes",1,10
"RipF",223,0,0,"aiguestortes",1,10
"RockScreeVeg",60534,0,0,"aiguestortes",1,10
"Shrub",528,0,0,"aiguestortes",1,10
"TempDecF",913,0,0,"aiguestortes",1,10
"WaterSurf",4420,0,0,"aiguestortes",1,10
"AlpConF",47073,0,0,"aiguestortes",1,11
"AlpScrGr",89988,49,0.05,"aiguestortes",1,11
"Grass",648,0,0,"aiguestortes",1,11
"HydroRipVeg",599,0,0,"aiguestortes",1,11
"RipF",223,0,0,"aiguestortes",1,11
"RockScreeVeg",59406,21,0.04,"aiguestortes",1,11
"Shrub",528,0,0,"aiguestortes",1,11
"TempDecF",913,0,0,"aiguestortes",1,11
"WaterSurf",4420,1,0.02,"aiguestortes",1,11
"AlpConF",46858,0,0,"aiguestortes",1,12
"AlpScrGr",89999,0,0,"aiguestortes",1,12
"Grass",643,0,0,"aiguestortes",1,12
"HydroRipVeg",599,0,0,"aiguestortes",1,12
"RipF",223,0,0,"aiguestortes",1,12
"RockScreeVeg",59577,0,0,"aiguestortes",1,12
"Shrub",528,0,0,"aiguestortes",1,12
"TempDecF",904,0,0,"aiguestortes",1,12
"WaterSurf",4422,0,0,"aiguestortes",1,12
"AlpConF",47119,0,0,"aiguestortes",3,1
"AlpScrGr",90179,0,0,"aiguestortes",3,1
"Grass",649,0,0,"aiguestortes",3,1
"HydroRipVeg",599,0,0,"aiguestortes",3,1
"RipF",223,0,0,"aiguestortes",3,1
"RockScreeVeg",60305,0,0,"aiguestortes",3,1
"Shrub",528,0,0,"aiguestortes",3,1
"TempDecF",913,0,0,"aiguestortes",3,1
"WaterSurf",4432,0,0,"aiguestortes",3,1
"AlpConF",47129,0,0,"aiguestortes",3,2
"AlpScrGr",90472,1,0,"aiguestortes",3,2
"Grass",647,0,0,"aiguestortes",3,2
"HydroRipVeg",599,0,0,"aiguestortes",3,2
"RipF",223,0,0,"aiguestortes",3,2
"RockScreeVeg",60535,0,0,"aiguestortes",3,2
"Shrub",528,0,0,"aiguestortes",3,2
"TempDecF",913,0,0,"aiguestortes",3,2
"WaterSurf",4432,0,0,"aiguestortes",3,2
"AlpConF",47131,0,0,"aiguestortes",3,3
"AlpScrGr",90046,0,0,"aiguestortes",3,3
"Grass",650,0,0,"aiguestortes",3,3
"HydroRipVeg",599,0,0,"aiguestortes",3,3
"RipF",223,0,0,"aiguestortes",3,3
"RockScreeVeg",59792,0,0,"aiguestortes",3,3
"Shrub",528,0,0,"aiguestortes",3,3
"TempDecF",913,0,0,"aiguestortes",3,3
"WaterSurf",4426,0,0,"aiguestortes",3,3
"AlpConF",47129,0,0,"aiguestortes",3,4
"AlpScrGr",89976,0,0,"aiguestortes",3,4
"Grass",650,0,0,"aiguestortes",3,4
"HydroRipVeg",599,0,0,"aiguestortes",3,4
"RipF",223,0,0,"aiguestortes",3,4
"RockScreeVeg",59380,0,0,"aiguestortes",3,4
"Shrub",528,0,0,"aiguestortes",3,4
"TempDecF",913,0,0,"aiguestortes",3,4
"WaterSurf",4420,0,0,"aiguestortes",3,4
"AlpConF",47125,0,0,"aiguestortes",3,5
"AlpScrGr",89502,0,0,"aiguestortes",3,5
"Grass",650,0,0,"aiguestortes",3,5
"HydroRipVeg",599,0,0,"aiguestortes",3,5
"RipF",223,0,0,"aiguestortes",3,5
"RockScreeVeg",58338,0,0,"aiguestortes",3,5
"Shrub",528,0,0,"aiguestortes",3,5
"TempDecF",913,0,0,"aiguestortes",3,5
"WaterSurf",4420,0,0,"aiguestortes",3,5
"AlpConF",47156,0,0,"aiguestortes",3,6
"AlpScrGr",89985,2,0,"aiguestortes",3,6
"Grass",650,0,0,"aiguestortes",3,6
"HydroRipVeg",599,0,0,"aiguestortes",3,6
"RipF",223,0,0,"aiguestortes",3,6
"RockScreeVeg",59389,2,0,"aiguestortes",3,6
"Shrub",528,0,0,"aiguestortes",3,6
"TempDecF",913,0,0,"aiguestortes",3,6
"WaterSurf",4420,0,0,"aiguestortes",3,6
"AlpConF",47156,0,0,"aiguestortes",3,7
"AlpScrGr",90194,0,0,"aiguestortes",3,7
"Grass",650,0,0,"aiguestortes",3,7
"HydroRipVeg",599,0,0,"aiguestortes",3,7
"RipF",223,0,0,"aiguestortes",3,7
"RockScreeVeg",59993,0,0,"aiguestortes",3,7
"Shrub",528,0,0,"aiguestortes",3,7
"TempDecF",913,0,0,"aiguestortes",3,7
"WaterSurf",4420,0,0,"aiguestortes",3,7
"AlpConF",47156,4,0.01,"aiguestortes",3,8
"AlpScrGr",90902,3,0,"aiguestortes",3,8
"Grass",650,0,0,"aiguestortes",3,8
"HydroRipVeg",599,0,0,"aiguestortes",3,8
"RipF",223,0,0,"aiguestortes",3,8
"RockScreeVeg",61591,9,0.01,"aiguestortes",3,8
"Shrub",528,0,0,"aiguestortes",3,8
"TempDecF",913,0,0,"aiguestortes",3,8
"WaterSurf",4420,2,0.05,"aiguestortes",3,8
"AlpConF",47133,0,0,"aiguestortes",3,9
"AlpScrGr",91031,0,0,"aiguestortes",3,9
"Grass",650,0,0,"aiguestortes",3,9
"HydroRipVeg",599,0,0,"aiguestortes",3,9
"RipF",223,0,0,"aiguestortes",3,9
"RockScreeVeg",61732,0,0,"aiguestortes",3,9
"Shrub",528,0,0,"aiguestortes",3,9
"TempDecF",913,0,0,"aiguestortes",3,9
"WaterSurf",4423,0,0,"aiguestortes",3,9
"AlpConF",47131,0,0,"aiguestortes",3,10
"AlpScrGr",90476,0,0,"aiguestortes",3,10
"Grass",650,0,0,"aiguestortes",3,10
"HydroRipVeg",599,0,0,"aiguestortes",3,10
"RipF",223,0,0,"aiguestortes",3,10
"RockScreeVeg",60534,0,0,"aiguestortes",3,10
"Shrub",528,0,0,"aiguestortes",3,10
"TempDecF",913,0,0,"aiguestortes",3,10
"WaterSurf",4420,0,0,"aiguestortes",3,10
"AlpConF",47073,0,0,"aiguestortes",3,11
"AlpScrGr",89988,0,0,"aiguestortes",3,11
"Grass",648,0,0,"aiguestortes",3,11
"HydroRipVeg",599,0,0,"aiguestortes",3,11
"RipF",223,0,0,"aiguestortes",3,11
"RockScreeVeg",59406,0,0,"aiguestortes",3,11
"Shrub",528,0,0,"aiguestortes",3,11
"TempDecF",913,0,0,"aiguestortes",3,11
"WaterSurf",4420,0,0,"aiguestortes",3,11
"AlpConF",46858,0,0,"aiguestortes",3,12
"AlpScrGr",89999,0,0,"aiguestortes",3,12
"Grass",643,0,0,"aiguestortes",3,12
"HydroRipVeg",599,0,0,"aiguestortes",3,12
"RipF",223,0,0,"aiguestortes",3,12
"RockScreeVeg",59577,0,0,"aiguestortes",3,12
"Shrub",528,0,0,"aiguestortes",3,12
"TempDecF",904,0,0,"aiguestortes",3,12
"WaterSurf",4422,0,0,"aiguestortes",3,12
"AlpConF",47119,0,0,"aiguestortes",6,1
"AlpScrGr",90179,0,0,"aiguestortes",6,1
"Grass",649,0,0,"aiguestortes",6,1
"HydroRipVeg",599,0,0,"aiguestortes",6,1
"RipF",223,0,0,"aiguestortes",6,1
"RockScreeVeg",60305,0,0,"aiguestortes",6,1
"Shrub",528,0,0,"aiguestortes",6,1
"TempDecF",913,0,0,"aiguestortes",6,1
"WaterSurf",4432,0,0,"aiguestortes",6,1
"AlpConF",47129,0,0,"aiguestortes",6,2
"AlpScrGr",90472,0,0,"aiguestortes",6,2
"Grass",647,0,0,"aiguestortes",6,2
"HydroRipVeg",599,0,0,"aiguestortes",6,2
"RipF",223,0,0,"aiguestortes",6,2
"RockScreeVeg",60535,0,0,"aiguestortes",6,2
"Shrub",528,0,0,"aiguestortes",6,2
"TempDecF",913,0,0,"aiguestortes",6,2
"WaterSurf",4432,0,0,"aiguestortes",6,2
"AlpConF",47131,0,0,"aiguestortes",6,3
"AlpScrGr",90046,0,0,"aiguestortes",6,3
"Grass",650,0,0,"aiguestortes",6,3
"HydroRipVeg",599,0,0,"aiguestortes",6,3
"RipF",223,0,0,"aiguestortes",6,3
"RockScreeVeg",59792,0,0,"aiguestortes",6,3
"Shrub",528,0,0,"aiguestortes",6,3
"TempDecF",913,0,0,"aiguestortes",6,3
"WaterSurf",4426,0,0,"aiguestortes",6,3
"AlpConF",47129,0,0,"aiguestortes",6,4
"AlpScrGr",89976,0,0,"aiguestortes",6,4
"Grass",650,0,0,"aiguestortes",6,4
"HydroRipVeg",599,0,0,"aiguestortes",6,4
"RipF",223,0,0,"aiguestortes",6,4
"RockScreeVeg",59380,0,0,"aiguestortes",6,4
"Shrub",528,0,0,"aiguestortes",6,4
"TempDecF",913,0,0,"aiguestortes",6,4
"WaterSurf",4420,0,0,"aiguestortes",6,4
"AlpConF",47125,0,0,"aiguestortes",6,5
"AlpScrGr",89502,0,0,"aiguestortes",6,5
"Grass",650,0,0,"aiguestortes",6,5
"HydroRipVeg",599,0,0,"aiguestortes",6,5
"RipF",223,0,0,"aiguestortes",6,5
"RockScreeVeg",58338,0,0,"aiguestortes",6,5
"Shrub",528,0,0,"aiguestortes",6,5
"TempDecF",913,0,0,"aiguestortes",6,5
"WaterSurf",4420,0,0,"aiguestortes",6,5
"AlpConF",47156,0,0,"aiguestortes",6,6
"AlpScrGr",89985,1,0,"aiguestortes",6,6
"Grass",650,0,0,"aiguestortes",6,6
"HydroRipVeg",599,0,0,"aiguestortes",6,6
"RipF",223,0,0,"aiguestortes",6,6
"RockScreeVeg",59389,1,0,"aiguestortes",6,6
"Shrub",528,0,0,"aiguestortes",6,6
"TempDecF",913,0,0,"aiguestortes",6,6
"WaterSurf",4420,0,0,"aiguestortes",6,6
"AlpConF",47156,0,0,"aiguestortes",6,7
"AlpScrGr",90194,0,0,"aiguestortes",6,7
"Grass",650,0,0,"aiguestortes",6,7
"HydroRipVeg",599,0,0,"aiguestortes",6,7
"RipF",223,0,0,"aiguestortes",6,7
"RockScreeVeg",59993,0,0,"aiguestortes",6,7
"Shrub",528,0,0,"aiguestortes",6,7
"TempDecF",913,0,0,"aiguestortes",6,7
"WaterSurf",4420,0,0,"aiguestortes",6,7
"AlpConF",47156,0,0,"aiguestortes",6,8
